Timestamp,word,造句（请给出一则造句）,备注：,创建时间,词性,出处,Link:,创建用户,解释+出处：,短释义,视频或图片补充
6/5/2021 2:58:08,肿么了,肿么了你这是？,,5/4/2014,"生活, 直播",出自于山东枣庄一带的方言，当地“怎么了”会发音成“肿么了”。随后在2014年的《爱情公寓》中唐悠悠也有一句“肿么了”的台词，随即红遍全网被大家所熟知。,https://baike.baidu.com/item/%E8%82%BF%E4%B9%88%E4%BA%86/6825724,fahygao,“怎么了”的同义谐音词。,,
6/5/2021 3:05:02,酱紫,表酱紫，这样做不好哦！,,1/8/2014,"生活, 直播",出自于福建方言，因为当地的发音特点“这样子”会直接说成“酱紫”，由因台湾主持人经常用“酱紫”表达，令人印象深刻。后来于2010年左右，在社交软件QQ上盛行。,"https://baike.baidu.com/item/%E9%85%B1%E7%B4%AB/3822516#:~:text=%E9%87%8A%E4%B9%89%EF%BC%9A1%E3%80%81%E7%BD%91%E7%BB%9C%E7%94%A8%E8%AF%AD%E2%80%9C,%E8%BF%99%E6%A0%B7%E5%AD%90%E2%80%9D%E7%9A%84%E8%BF%9E%E8%AF%BB%E3%80%82",fahygao,“这样子”的同义谐音词，念的比较快的时候便会成为“酱紫”。,,
6/5/2021 3:11:15,886,不想跟你聊了，886,（最好有当时聊天的截图）,5/4/2000,生活,出自于2000年左右的社交软件QQ平台上，网友简化了“拜拜了”的版本，言简意赅的用“886”来代替。,"https://baike.baidu.com/item/886/570506#:~:text=886%EF%BC%8C%E7%BD%91%E7%BB%9C%E7%94%A8%E8%AF%AD%EF%BC%8C%E6%98%AF%22,MSN%E7%AD%89%E5%8D%B3%E6%97%B6%E8%81%8A%E5%A4%A9%E5%B7%A5%E5%85%B7%E3%80%82",fahygao,“拜拜了”的谐音同义词，表达一种不愿聊下去的意味，等于聊天中突然发的“再见”。,,
6/5/2021 3:17:46,呵呵,"A：“哇我真的好喜欢跟有钱的人做朋友啊”
B：“呵呵”",（最好有2000年当时qq的聊天截图）,5/4/2000,"生活, 直播, 旧词新义",出自于多种版本，其中最早的出处为《晋书·石季龙载记下》：“宣 乘素车，从千人，临韬丧，不哭，直言呵呵，使举衾看尸，大笑而去。”在互联网发展初期被网友广泛使用，但后来意思不断叠加，从单纯的笑，到无奈，到嘲笑均可用“呵呵”一词表示。,https://baike.baidu.com/item/%E5%91%B5%E5%91%B5/34431,fahygao,多指不屑于与对方交流的意思，或表示无奈；也用来表示笑的心情。,,
6/5/2021 13:09:46,腐女,我很喜欢的一姑娘居然是个腐女，天天只想撮合我和我们班另外一个男生？？,,12/11/1980,"生活, 二次元",出自80年代后的日本ACGN文化。一开始被人拿来嘲讽腐女无可救药的意淫幻想，后来日本腐女出于自嘲自虐的意味，干脆从被动变为主动，自己也称自己为腐女。随后在大量日本二次元作品涌入中国后，“腐女”被大众所熟知与接受。,https://baike.baidu.com/item/%E8%85%90%E5%A5%B3/216322?p_sign=a33692a33f0fdcfda578dbf5cc569ded&__pc2ps_ab=9295D9Y3K1Edsnn6jlKr5h3VhIpc%2BkKg%2FX%2BqBNks%2F1yAQkzdj8h%2FvpLR9yIo6fOhxlzo%2BKrGNzWoUkYjnuU5fCj%2BLh%2B5IdS95KvDiFD3j0KGiBgf3QDR07%2B1pXaXucUFiOn1%7C1622912787%7Ca33692a33f0fdcfda578dbf5cc569ded%7Ca33692a33f0fdcfda578dbf5cc569ded,fahygao,指喜欢男生和男生之间爱情的女生，全称“腐女子（ふじょし）”。,,
6/5/2021 13:17:51,直男,人家对你有好感，你却说别人太矮，你这太直男了。,,1/5/2014,生活,出自同性恋圈对某些非男同的称呼，英文里为“Straight”。后来随着“直男”形象在生活中越来越常见，越来越有特点，该词开始破圈被网民大量使用。,"https://baike.baidu.com/item/%E7%9B%B4%E7%94%B7/2699#:~:text=%E7%9B%B4%E7%94%B7%EF%BC%8C%E7%BD%91%E7%BB%9C%E6%B5%81%E8%A1%8C%E8%AF%8D,%E4%B9%9F%E5%B0%B1%E6%98%AF%E5%BC%82%E6%80%A7%E6%81%8B%E7%94%B7%E6%80%A7%E3%80%82",fahygao,原指只对女性产生爱情和性欲的男性。现用来形容男性中思想比较传统、审美模式化、情商低、以自己为中心，甚至出现男权主义的人。,,
6/5/2021 13:21:21,直男癌,你这行为真的属实直男癌，快给人家女孩道歉去,,6/3/2014,生活,出自同性恋圈。起源是男同对某些非男同的称呼为“直男”，后来随着“直男”形象在生活中越来越常见，越来越有特点，引申出“直男癌”等词被网民大量使用。,https://baike.baidu.com/item/%E7%9B%B4%E7%94%B7%E7%99%8C/14593273,fahygao,形容男生自以为是，并伴有漠视女性价值或物化女性的言行。有蔑称与调侃的意味。,,
6/5/2021 14:44:12,逗比,你们班那个谁天天在走廊里边跑边叫，这人就一逗比！,,3/17/2014,生活,出自来源于中国民间故事，相传在很久以前，有一个人名字叫做逗，他武艺很高强，但是逗非常的爱出汗，于是大家都喜欢叫他汗逗。有一天，汗逗要去和一个人比武，但是那一天天气很冷，爱出汗的逗，非常的怕冷，于是他输掉了比武，从此他再也不比武了。而这就是汗逗比武的故事，人们从此就简称逗比。,https://baike.baidu.com/item/%E9%80%97%E6%AF%94,fahygao,直译为“挺逗的二比”，形容某人挺逗、有点可爱、有点中二等；但在特定的语句下，也有鄙视调侃的意味。,,
6/6/2021 16:12:10,夹子,千万别找男夹子当代练了，直接把我送走好吧,,5/14/2021,"生活, 直播",出自网恋交友的平台，一些女生会给对方发嗲的语音，网友称这种人为“夹子”。后续随着陪玩行业的兴起，男代练和女代练都开始学这种说话方式来交流，“夹子”也就没有了性别标签，在游戏陪玩圈中开始流行。,https://baike.baidu.com/item/%E5%A4%B9%E5%AD%90/56993441,fahygao,指那些夹着声音说话装可爱但可能会造成听觉污染的人，女生叫“女夹子”，男生叫“男夹子”。,,
6/6/2021 17:29:48,梗,只要有梗的地方就有笑点。,,3/20/2019,"生活, 学习, 游戏, 直播, 二次元, 国风, 体育, 数码, 饭圈, 其他",出自中文词“哏”的“错别字”。“哏”是相声中的的一种术语，指接话的切入点(如笑点、漏洞、典故等)，但随着各行各业的写手经常误把“哏”写成“梗”，该词便开始在网上流传开来。,"https://baike.baidu.com/item/%E6%A2%97/18780006#:~:text=%E6%A2%97%EF%BC%88%E6%8B%BC%E9%9F%B3%EF%BC%9Ag%C4%9Bng%EF%BC%89%EF%BC%8C,%E5%93%8F%E2%80%9D%E5%AD%97%E7%9A%84%E8%AF%AF%E7%94%A8%E3%80%82&text=%E2%80%9C%E6%A2%97%E2%80%9D%E5%AD%97%E7%9A%84%E8%AF%8D%E4%B9%89%E8%A2%AB,%E3%80%81%E2%80%9C%E5%B9%BD%E9%BB%98%E6%A2%97%E2%80%9D%E7%AD%89%E3%80%82",fahygao,直译指笑点，一般用于流行事物比如综艺、动画剧、动画电影、真人剧、漫画小说、电子游戏等。,,
6/6/2021 17:40:11,淦,淦！堵车堵得又迟到了！,,10/14/2016,"生活, 直播",出自B站的视频字幕。一些B站用户制作视频时，会打上字幕方便观众理解。但为了好过审一点，就会用“淦”代替“干”。,https://baike.baidu.com/item/%E6%B7%A6/23519933,fahygao,是脏话“干”的文明版代替词。原意是指水入船中。,,
6/6/2021 18:35:11,哎 就是玩儿,老师生气了，我不道歉，我就让他气着，哎，就是玩,,9/24/2020,"生活, 直播",出自抖音博主宋富贵，在他所拍摄的短视频里面就包括了“点了拌面偏不动筷子，等着坨”，“下雪天不打雪仗，吃雪球“等以“哎，就是玩”结尾的主题视频。,https://zhuanlan.zhihu.com/p/364192599,fahygao,意为制造一种反差的喜感。通过“有XX 我不XX 我就XX 哎 哎就是玩儿”这种句式造的句子，越是无厘头越是唱反调，喜剧效果越是出色。,,
6/6/2021 19:26:17,虾仁猪心,这小怪杀了没用，还是要多杀点对面英雄，要晓得虾仁猪心。,,9/2/2019,"生活, 游戏, 直播",出自于《后汉书·霍谞传》，其中写道：“《春秋》之义，原情定过，赦事诛意，故许止虽弑君而不罪，赵盾以纵贼而见书” （原意为《春秋》的主张，根据情由定过错，宽容事实惩罚动机，许止虽然杀君，但是无罪，赵盾虽然没有亲自杀君，但他是贼首，所以还是被定为杀君之罪）。后引申至游戏直播圈，并被网友用“虾仁猪心”代替。,"https://baike.baidu.com/item/%E8%99%BE%E4%BB%81%E7%8C%AA%E5%BF%83/23727906#:~:text=%E8%99%BE%E4%BB%81%E7%8C%AA%E5%BF%83%EF%BC%8C%E7%BD%91%E7%BB%9C%E6%B5%81%E8%A1%8C,%E7%9A%84%E5%8A%A8%E6%9C%BA%E3%80%81%E6%80%9D%E6%83%B3%E3%80%81%E7%94%A8%E5%BF%83%E3%80%82",fahygao,是成语“杀人诛心”的谐音词，意为消灭某个人的肉体，不如揭露、谴责这种人的动机、思想、用心；最常用于游戏竞技。,,
6/6/2021 19:29:43,一键三连,看完视频一定别忘了一键三连哦！,,12/24/2018,"生活, 游戏, 直播",出自B站的点赞规则。用户可以通过长按点赞键同时完成点赞、投币、收藏对UP主表示支持。后UP主多用“一键三连”向视频浏览者请求对其作品同时进行点赞、投币、收藏。,"https://baike.baidu.com/item/%E4%B8%80%E9%94%AE%E4%B8%89%E8%BF%9E/24588477#:~:text=%E4%B8%80%E9%94%AE%E4%B8%89%E8%BF%9E%E6%98%AF,%E8%B5%9E%E3%80%81%E6%8A%95%E5%B8%81%E3%80%81%E6%94%B6%E8%97%8F%E3%80%82",fahygao,直译为长按点赞键同时对娱乐作品进行点赞、投币、收藏；可用来形容对作者的赞赏。,,
6/6/2021 19:34:33,UP主,大家好，今天是我第一天当b站up主，请多多指教！,,12/1/2016,生活,出自日本论坛弹幕网站词汇，原称为「アップロード者」，其中「アップロード」即“upload（上传）”的意思，后来随着国内的弹幕网增多，逐渐被大众接受；在B站中最常见。,"https://baike.baidu.com/item/up%E4%B8%BB#:~:text=UP%E4%B8%BB%EF%BC%88uploader%EF%BC%89%EF%BC%8C%E7%BD%91%E7%BB%9C,%E4%BC%A0%E5%85%A5%E7%9A%84%E7%BD%91%E7%BB%9C%E8%AF%8D%E6%B1%87%E3%80%82",fahygao,“UP”是“upload（上传）”的简称，直译为在视频网站、论坛、ftp站点上传视频音频文件的人。,,
6/6/2021 19:36:52,种草,昨天看直播，又被李佳琦疯狂种草了好几只口红。,,12/22/2009,"生活, 直播",出自各类大小美妆论坛与社区，后来又扩散到了微博、微信等社交媒体平台。,https://baike.baidu.com/item/%E7%A7%8D%E8%8D%89,ellalala,表示分享或推荐某一样东西，以激发他人购买欲望的行为；也可以形容对某样东西感兴趣，并产生强烈的购买欲望。,,
6/6/2021 19:50:49,拔草,我看了一位博主用完这款粉底后爆痘了，所以我拔草了,,10/23/2017,"生活, 直播",出自各类大小美妆论坛与社区，后来又扩散到微博、微信等社交媒体平台,https://baike.baidu.com/item/%E6%8B%94%E8%8D%89,ellalala,表示把喜欢的东西买下来或者不再喜欢该物品导致消除购买欲望。,,
6/6/2021 19:56:44,买买买,小明：妈妈，这个可以... 妈妈：买买买！,,12/7/2014,"生活, 直播",出自网友调侃王思聪和爸爸王健林的对话,https://baike.baidu.com/item/%E4%B9%B0%E4%B9%B0%E4%B9%B0/16301297,ellalala,意指全部买下，后也引申为购物。,,
6/6/2021 20:00:14,小老弟,小老弟，这一直不退烧怎么回事？,,12/4/2018,"生活, 直播",出自中国东北方言，在当地是对比自己年轻的男性的一种亲切称呼；后来经过短视频和表情包传播，被大众熟知。,https://jikipedia.com/definition/989630963,fahygao,意为“弟弟”，一般是对年轻人的亲昵称呼，但在特定场合下指比自己实力弱，缺乏经验的人。‌‌。,,
6/6/2021 20:03:23,吃土,我这几天花钱花太多了，看来我下个月只能吃土了,,11/11/2015,生活,出自2015年双十一购物狂欢节之际，随着集中出现的疯狂购物活动，网友开始用“吃土”来自嘲自己的购买度。,https://baike.baidu.com/item/%E5%90%83%E5%9C%9F/18819602,ellalala,意指穷到没钱吃饭只能吃土的进阶，一般用来强调购物的疯狂程度。,,
6/6/2021 20:22:36,求生欲,我男朋友求生欲特别强，昨天吃完饭后跟他说服务员姐姐好好看，他回了一句 “没注意啊，谁啊？”,,12/23/2017,生活,出自综艺节目《三个院子》，节目中嘉宾应采儿问老公陈小春：为什么那么好的女孩子还单身？陈小春答：我不熟，我不懂，被网友调侃求生欲极其强烈。,http://www.ifanjian.net/jbk/qsy.html,ellalala,形容在面对一些“送命题”拷问时能机智应对完美化险为夷的随机应变能力。,,
6/6/2021 20:37:13,死亡芭比粉,男朋友情人节送我的口红颜色简直是死亡芭比粉。,,7/11/2019,生活,出自美妆穿搭界，由于玩偶芭比娃娃的经典唇色玫红色，但这颜色用在黄调的亚洲人肤色上很容易将肤色衬托得发黑发黄，显得土气，因此有了“死亡”的称号。,https://baike.baidu.com/item/%E6%AD%BB%E4%BA%A1%E8%8A%AD%E6%AF%94%E7%B2%89/23615522?fr=aladdin,ellalala,形容饱和度很高的荧光粉或玫红色系，常见于美妆和穿搭语境下。,,https://drive.google.com/open?id=1aZc5s0swaDlzai6gyIKyOospH4wqM5kQ
6/6/2021 22:11:19,曹县,宁要曹县一张床，不要浦东一套房！,（最好有“大硕的”的原视频）,5/20/2021,直播,出自抖音一位名叫“大硕的”的用户，他是山东菏泽曹县人，经常用正宗的曹县话在视频里大喊：山东菏泽曹县 牛逼666 我的宝贝，后因为造型和语句太奇葩，让很多人看完后都过目不忘，随后很多人开始模仿和调侃曹县。,https://www.zhihu.com/question/459480475,fahygao,“世界最强”、“拥有金山银山”、“宇宙最核心”、“中外国人憧憬”的地方。,,
6/7/2021 2:45:10,C位,正所谓“不想当将军的兵不是好兵，不想站C位的明星不是好明星”。,,1/1/2018,"生活, 学习, 饭圈, 游戏",C位一词最早来源于《DOTA》、《英雄联盟》等游戏领域，译作Carry位，指核心后期角色，能够在游戏前中期打钱发育并在游戏后期带领队伍力挽狂澜的角色。,https://baike.baidu.com/item/C%E4%BD%8D,eriche,即Carry或Center，核心位置的意思。当某一个人在团队中的处于核心（中心）位置时，人们便称呼他是Center位，在影视剧或综艺海报中，这个位置也是咖位比较高的人。,,
6/7/2021 2:47:32,555,555，好朋友居然把我的生日忘记了！,,1/1/2009,生活,出自“呜呜呜“的谐音。,https://baike.baidu.com/item/555/10749780#viewPageContent,eriche,是“呜呜呜”的谐音，表示哭得很伤心，有时其实并不伤心，只是撒娇。,,
6/7/2021 2:50:04,666,这波操作666.,,1/1/2015,"生活, 游戏，直播",出自游戏中的缩略语，“666”其实是口头语“溜”（意为意思为：灵活；麻利）的谐音数字,https://baike.baidu.com/item/666/17192634,eriche,“666”本身是一个自然数，最常用的意思是形容某人或某物很厉害很牛、令人折服。,,
6/7/2021 2:55:23,海王,出自“本以为游进了哥哥的鱼塘，没想到哥哥是个海王”。,,5/23/2019,生活,出自DC漫画中拥有和海洋生物交流的能力并且统治大海的超级英雄。后被网友用来形容男孩子暧昧对象的数量太多，跟海洋里的所有生物差不多，但是又同时能玩得转所有妹子的渣男。,https://baike.baidu.com/item/%E6%B5%B7%E7%8E%8B/23509665#viewPageContent,eriche,指与众多女性暧昧但不认真投入感情的渣男，与”中央空调”同义。,,
6/7/2021 2:59:26,恐龙,这部电影里的女主是个恐龙。,,1/1/2008,生活,出自诸葛亮老婆，据说是整个荆州地区赫赫有名的丑女（一说是貌美，被人诋毁），所以龙就是指诸葛亮的老婆黄月英；又因为诸葛亮叫孔明，所以大家就尊称黄月英为孔龙。,https://baike.baidu.com/item/%E6%81%90%E9%BE%99/16807903#2,eriche,对于相貌极其丑陋的女子的用语，带贬义。,,
6/7/2021 3:06:01,网红,这个网红店很多人来这拍照。,,1/1/2014,"生活, 游戏, 直播, 饭圈",出自文字时期的网络红人，他们共同的特点是以文字安身立命并走红。现在的“网络红人“可源于艺术才华成名，搞怪作秀成名，意外成名，或网络推手成名。 ,https://baike.baidu.com/item/%E7%BD%91%E7%BB%9C%E7%BA%A2%E4%BA%BA/893109?fromtitle=%E7%BD%91%E7%BA%A2&fromid=6436044#2,eriche,指在现实或者网络生活中因为某个事件或者某个行为而被网民关注从而走红的人或长期持续输出专业知识而走红的人。,,
6/7/2021 3:07:54,奥利给 ,没毛病，干就完了，奥利给！,,1/1/2020,直播,出自快手主播每次直播或者录视频的开头都是奥利给。网友将这些口头禅汇集剪辑成了一首舞曲作品，魔性洗脑走红网络。后来经过一系列恶趣味短视频，被大多数人引申为其他意思。,https://baike.baidu.com/item/%E5%A5%A5%E5%88%A9%E7%BB%99/23558747,eriche,“给力噢”的倒读，作为感叹词，给力的意思，包含了赞美、加油打气等多种感情色彩。,,
6/7/2021 3:10:30,好家伙,好家伙，他们一天足足走了一百里！,,1/1/2020,"生活, 相声",出自相声中常见的语气词，后来网友在吐槽某事或对某事感到惊讶时，通常会加上“好家伙”加强语气。,https://baike.baidu.com/item/%E5%A5%BD%E5%AE%B6%E4%BC%99/20144765#viewPageContent,eriche,表示惊讶或赞叹。,,
6/7/2021 3:13:18,小鲜肉,姐姐特别迷偶像电视剧里的那几个小鲜肉。,,1/1/2014,"生活, 饭圈",出自2014年中国粉丝对韩国男性明星的称呼。,https://baike.baidu.com/item/%E5%B0%8F%E9%B2%9C%E8%82%89/13859650,eriche,小鲜肉”指年轻、帅气的男性。一般是指年龄在12-20岁之间长相俊俏的男人。,,
6/7/2021 3:16:24,娘炮,你穿得像个娘炮。,,1/1/2007,生活，电视剧,出自一部2007年开播的台湾偶像剧《我要变成硬柿子》，剧中女主角骂男主角“娘炮”，是说他生性软弱，怕事如女人一样。 ,https://baike.baidu.com/item/%E5%A8%98%E7%82%AE/5580795,eriche,属形容词，意思是指在某些方面女性化的男性，带有贬义性色彩。带有性别刻板印象暗示，请慎用。,,
6/7/2021 3:24:31,尼哥,"尼哥出自拉丁语negro, 原译为黑色。",,1/1/2007,生活,出自英文词 ”nigga“/”nigger“,https://zh.wikipedia.org/wiki/%E9%BB%91%E9%AC%BC,eriche,是对黑人的贬称，是一种禁忌称呼，是严重的种族歧视用语。(该词具有侮辱性，请慎重使用!),,
6/7/2021 13:44:36,233,233，今天某人裤子拉链忘拉了。,,9/23/2019,"生活, 直播, 二次元",出自猫扑表情第233号，是一张捶地大笑的表情。,https://baike.baidu.com/item/233/1092583,ellalala,表示哈哈大笑的意思，“233”的后面可以跟很多“3”用来表现一件事的好笑程度。,,https://drive.google.com/open?id=1sbTU6bIBkyq6Pb0yUyhjKgZCb3ICmQEm
6/7/2021 13:53:45,立flag,小明：我从今天起再也不喝酒了 小花：你就别立flag了 （结果小明第二天就又跑去了酒吧）,,12/27/2016,生活,出自flag的英文翻译，本意是“旗帜”、“信号旗”，在这里当作“一种不祥信号”意思使用,https://baike.baidu.com/item/%E7%AB%8Bflag/20318982,ellalala,意指立下一个通常很难实现的目标，或者为下面要发生的事做铺垫。,,
6/7/2021 14:22:53,穷哈,2019 Mnet Asian Music Awards best dance performance solo... 穷哈！！,https://www.bilibili.com/video/BV1i7411c75g?from=search&seid=11860700410910391068,12/4/2019,饭圈,出自古力娜扎在2019年在日本举办的韩国颁奖典礼 Mnet Asian Music Awards把韩国艺人金请夏的名字读成了“穷哈”的翻车现场,https://zhuanlan.zhihu.com/p/95575311,ellalala,是网友调侃古力娜扎外文发音不准的一种方式。,,
6/7/2021 15:33:52,3Q,小花把橡皮擦递给了小明，小明对她说 “3Q”。,,5/9/2020,生活,出自英语 “thank you” 的谐音,https://jikipedia.com/definition/257081569?action=lite-card,ellalala,意为谢谢。,,
6/7/2021 15:40:16,蜜汁自信,我很想知道那个相亲男的蜜汁自信是哪儿来的。,,11/2/2016,生活,出自迷之自信的变音,https://baike.baidu.com/item/%E8%9C%9C%E6%B1%81%E8%87%AA%E4%BF%A1/20180903,ellalala,形容一个人莫名其妙、毫无逻辑的自我感觉良好。,,
6/7/2021 15:47:48,帅不过三秒,Fahy帅不过三秒。,,11/30/2017,二次元,出自二次元动漫的B站弹幕，为了增强搞笑的效果，二次元动漫里“帅不过三秒”的角色尤其常见。,https://baike.baidu.com/item/%E5%B8%85%E4%B8%8D%E8%BF%87%E4%B8%89%E7%A7%92/22205993?noadapt=1,ellalala,指的是上一秒还帅到掉渣，下一秒就发生了尴尬的事。,,
6/7/2021 15:53:51,阿巴阿巴,小明：下次约会什么时候有空呀？小花：阿巴阿巴,,6/27/2020,"生活, 直播",出自斗鱼主播李某在直播中，2岁多的女儿还不怎么会说话，只会说一些阿巴阿巴打朵朵这样的声音,https://baike.baidu.com/item/%E9%98%BF%E5%B7%B4%E9%98%BF%E5%B7%B4/50974258,ellalala,表示失语，不会说话，呆呆的智障，模仿婴儿发出的声音，通常用来装傻。,,
6/7/2021 15:58:43,plmm,请问这位plmm今天晚上有空嘛？,,1/28/2019,"生活, 饭圈",出自饭圈，在女团竞选综艺《创造101》热播期间，就常有该梗的相关用法。,https://bkso.baidu.com/item/plmm/391382,ellalala,“漂亮妹妹、漂亮美眉”的拼音简写。,,
6/7/2021 16:05:32,安利,姐妹听我的，吃下我这颗安利，你绝对不会后悔的,,8/29/2016,"生活, 直播, 二次元",出自美国全球最大的直销公司安利（Amway），此梗词最早还是常在二次元圈当中使用，后来才慢慢的开始在微博中流行起来，现在也常出现在直播间。,http://www.ifanjian.net/jbk/anli.html,ellalala,意指当你知道一个好的东西的时候，就强烈的想要把它推荐给别人。,,
6/7/2021 16:08:53,爱豆,蔡徐坤是我最喜欢的爱豆。,,11/3/2016,饭圈,出自饭圈。,http://www.ifanjian.net/jbk/aidou.html,ellalala,英文单词“idol”的中文谐音，意指偶像或崇拜对象。,,
6/7/2021 16:14:37,白嫖,上一个用贩卖机的人投完钱后就走了，我白嫖到了一瓶饮料。,,7/4/2017,"生活, 饭圈",出自2013饭圈，最早是由嫖娼里面嫖客不给钱这种吃“霸王餐”的白嫖一词演变而来。,http://www.ifanjian.net/jbk/baipiao.html,ellalala,意指不花钱却又享用其他人资源。在饭圈中特指追星不花钱。,,
6/7/2021 16:17:38,不 你不想,小明：好想喝酒呀 小花：不 你不想,,7/1/2018,生活,出自一组流行于网络的表情包,http://www.ifanjian.net/jbk/bnbx.html,ellalala,表示克制或阻止别人做一件事情。,,https://drive.google.com/open?id=1nFe_nb4__lrDE1sDjfrOqhhlLV_8ASVJ
6/7/2021 16:39:41,cp,王一博和肖战是我最爱的cp！,,12/15/2016,"二次元, 饭圈",出自一位日本的同人作者在作品中存在恋爱(情侣)关系的角色配对，称之为カップリング(coupling的音译)，简称カプ或CP,http://www.ifanjian.net/jbk/cpg.html,ellalala,意指夫妻，一对情侣，couple的缩写。,,
12/28/2022 6:27:26,压缩毛巾,,附上视频片段,,生活,,https://thedavidweng.notion.site/f072b23aaca248f3ab196758a4439941,,患有侏儒症，形象类似柯洁+刀哥的博主 @炫老二百货 的一系列压缩毛巾带货视频，由于形象原因网友将其品牌称作矮人科技。其带货视频中会出现例如广告词复用（我们这个压缩毛巾体积小方便携带，拆开一包，放水里就变大，怎么扯都扯不坏，用来擦脚，擦脸，擦嘴都是很好用的，你看打开以后像圆饼一样大小，放在水里遇水变大变高，吸水性很强的。打开以后，是一条加大加厚的毛巾，你看他怎么挣都挣不坏，好不掉毛不掉絮，使用七八次都没问题，出差旅行带上它非常方便，用它擦擦脚，再擦擦嘴，擦擦脸，干净卫生。什么？在哪里买？下方小黄车，买五包送五包，还包邮）；路人把压缩毛巾认做糖果；先擦鞋后擦脸再擦嘴；毛巾沾水的时候把手机一同放入水中等故意为之的槽点。,抖音博主 @炫老二百货 带货压缩毛巾的一系列抽象小视频,
12/28/2022 6:53:23,蓝色妖姬,,配上视频与网友二创作品,,"生活, 视频",,https://thedavidweng.notion.site/8e73054793c0445188bb7f1eeb70598d,,博主 @皮小浪 的土味变装视频中一套蓝色穿搭，视频剧情通常为他在感情上受到挫折，冲到马路上变装一套亮眼穿搭完成蜕变。其中最经典的一套蓝色西装皮裤配金色切尔西靴的皮肤被称为“蓝色妖姬”,博主 @皮小浪 的土味变装视频中一套蓝色穿搭,
6/8/2021 1:31:20,来了老弟,"徐熙娣敲开大S家的门，大S一脸微笑：来了老弟～
徐熙娣：？？？？？？？",（最好有表情包或者原视频）,12/8/2018,生活,出自抖音上一位来自黑龙江黑河的烧烤摊大姐招呼熟客时的常用台词，因为视频中她常在烤腰子，所以又被网友称为“腰子姐”；因为魔性的发音和洪亮的嗓门让“来了老弟”四个字尤为别致，随后被网友制作成表情包，开始大量使用和转载开来。,"https://baike.baidu.com/item/%E6%9D%A5%E4%BA%86%E8%80%81%E5%BC%9F#:~:text=%E6%9D%A5%E4%BA%86%E8%80%81%E5%BC%9F%EF%BC%8C%E7%BD%91%E7%BB%9C%E6%B5%81%E8%A1%8C,%E4%BA%86%E8%80%81%E5%BC%9F%EF%BC%9F%E2%80%9D%E6%8B%9B%E5%91%BC%E4%BB%96%E3%80%82",fahygao,意为“你来啦？”，并增加了一些浮夸和搞笑的成分。,,
6/8/2021 1:31:20,真香,小王：“我王**就是饿死，从这里跳下去，也不会吃你们一点东西！” 经过一段时间周全，小王还是吃了饭。 小王：“真香！,（2018年最佳网络语言，最好有原视频）,12/1/2018,生活、直播、游戏、其他。,出自湖南卫视《变形记》2014年节目城市主人公王境泽。在节目中，主人公王境泽嫌弃农村条件不好，想要回城市。农村家庭的爷爷就一直劝他，生气的王境泽随即说道：“我王境泽就是饿死，死外边，从这里跳下去，也不会吃你们一点东西”。但几小时后饿了的王境泽只能在农村家庭吃饭，边吃还边说了句“真香”。配合前面他自己说出的狠话，喜感度顿时爆棚。后被网友在18年重新挖掘后开始疯转。,https://baike.baidu.com/item/%E7%9C%9F%E9%A6%99/22700736#3,fahygao,意为一个人下决心不去或去做一件事情后，最后行为却截然相反。通过前后矛盾的戏剧效果，该词语常用来自嘲和嘲讽。,,
