Timestamp,word,造句（请给出一则造句）,备注：,创建时间,词性,出处,Link:,创建用户,解释+出处：,短释义,视频或图片补充
6/8/2021 1:31:20,红雪珍奶,喝过各种奶茶真的还是草莓味的红雪珍奶值得让我喜欢。,,10/22/2020,生活,出自b站吃货的世界你不懂系列词汇，来源于一个视频中草莓味的雪顶珍珠奶茶。,https://www.bilibili.com/read/cv8043986/,fahygao,用来暗指生活处处有商机的这个道理的商业鬼才。,,
6/8/2021 1:31:20,确认过眼神, “确认过眼神，我遇上对的人” --《醉赤壁》,,2/15/2018,生活,出自林俊杰《醉赤壁》里的一句歌词： “确认过眼神，我遇上对的人”；后来因该句式容易模仿，被网友用来大量引用。,https://baike.baidu.com/item/%E7%A1%AE%E8%AE%A4%E8%BF%87%E7%9C%BC%E7%A5%9E/22832658,fahygao,意为从眼神里得到了证实，一般用来强调对某人情事物钟情的程度。,,
6/8/2021 1:31:20,有内味（儿）了,哎，这土味视频有内味儿了,,4/1/2019,生活、直播,出自电竞圈的斗鱼游戏主播大司马和电棍（otto），因为大司马玩的英雄太菜，后来观众看到有人玩酒桶很菜，就会刷有大司马内味了。后来这个词的意思逐渐拓展，从“带劲”到嘲讽都有涉及。,https://baike.baidu.com/item/%E6%9C%89%E5%86%85%E5%91%B3%E4%BA%86,fahygao,意为有那种味道（感觉）了，一般用来强调某人事物地道和正宗。,,
6/8/2021 1:31:20,我太难（南）了,哎，这地铁怎么每天挤的都是这么些人，我太难了。,（最好有视频）,7/10/2019,生活、直播,出自快手视频社交网站的“黑猫警长giao哥”，在他因为口头禅“giao”而火之后，发布了一个“我太难了，最近我压力很大”的视频，因为本身人气和他含情脉脉的表情，受网友疯转与模仿。,https://baike.baidu.com/item/%E6%88%91%E5%A4%AA%E9%9A%BE%E4%BA%86/23694283,fahygao,用来强调自己的悲催，是普通网民希望释放生活压力的心理表现。,,
6/8/2021 1:31:20,咱也不知道，咱也不敢问,你说老师又罚我做蹲起是为了啥，咱也不知道，咱也不敢问。,,4/26/2019,生活,出自抖音的评论区，最先是网友对一些奇葩的搞笑视频进行评论，用来调侃视频的无脑和无厘头，后来随着这句话的诙谐效果，逐渐被更多人熟知。,https://baike.baidu.com/item/%E5%92%B1%E4%B9%9F%E4%B8%8D%E7%9F%A5%E9%81%93%E5%92%B1%E4%B9%9F%E4%B8%8D%E6%95%A2%E9%97%AE/234449400,fahygao,直译为“这件事情我也是真的没法”，形容一些自己无法解释或者不便过问的人事物，带有诙谐意味。,,
6/8/2021 1:31:20,不忘初心,我们一定要不忘初心，为国争光！,,7/1/2016,生活,出自唐代白居易的《画弥勒上生帧记》：“所以表不忘初心，而必果本愿也。” 后来习主席也在中国共产党成立95周年时提及，强调了为国民幸福着想、为中华民族复兴的初心的重要性。,https://baike.baidu.com/item/%E4%B8%8D%E5%BF%98%E5%88%9D%E5%BF%83/198590088,fahygao,直译是不忘记最初的心愿。,,
6/8/2021 1:31:20,犬兔一豹,犬兔一豹就不是个成语好吗，张艺兴,,1/11/2020,生活、饭圈,出自湖南卫视综艺节目《快乐大本营》2020年第11期节目，其中张艺兴花式组词创造出全新词语“犬兔一豹”，给出的词语释义是——狗和兔子加起来抵不过一头豹子，后来因为这个词语的综艺效果和张艺兴的人气而走火。,https://baike.baidu.com/item/%E7%8A%AC%E5%85%94%E4%B8%80%E8%B1%B9,fahygao,直译是指一只狗和一只兔子加起来都抵不过一只豹子。,,
6/8/2021 1:31:20,好嗨哟,“好嗨哟，感觉人生已经到达了高潮” --《好嗨呦》,,12/13/2018,生活、直播、其他,出自同名网络歌曲秦博词曲作品，其中唱到“好嗨哟，感觉人生已经到达了高潮”；之后被一抖音网友引用，用来配合表演他内心中的城里人和我们蹦迪的不同之处，其中搞笑的口音和奇葩的表演让这首歌及“好嗨哟”全网走火,https://baike.baidu.com/item/%E5%A5%BD%E5%97%A8%E5%93%9F/24178932,fahygao,直译是“我好兴奋啊！”，用于表达很高兴和兴奋的状态。,,
6/8/2021 1:31:20,断舍离,时而切换成断舍离的方式来生活，才能活得更开心,,12/17/2015,生活,出自日本山下英子的《断舍离》，该书主要讲述了日本杂物管理咨询师山下英子推出的概念：断等于不买、不收取不需要的东西，让自己活得自由；后来经网友在网上提及和倡导这种方式，用来逃离网络污染：狂轰滥炸的微信群或半死不活的“僵尸群”等。,https://baike.baidu.com/item/%E6%96%AD%E8%88%8D%E7%A6%BB/18860382,fahygao,是一种生活方式。意为把不必需、不合适、过时的东西统统断绝、舍弃，并切断对它们的眷恋；在这之后，过的简单清爽的生活。,,
6/8/2021 1:31:20,你品，你细品,你男朋友爱国能发朋友圈，爱你却不发，你品你细品。,,10/16/2019,生活、直播,出自抖音情侣博主二郎神和大聪明的视频，其中男子劝老婆不要买包，最后让老婆在买包和买房两个选择中思考，他对他老婆说：“你品，你细品”。因为这个视频以及这句话本身比较搞笑，而被大家使用。,https://baike.baidu.com/item/%E4%BD%A0%E5%93%81%E4%BD%A0%E7%BB%86%E5%93%81,fahygao,直译为“你体会一下，好好体会一下”，常放至句尾，用来强调前句背后的意思。,,
6/8/2021 1:31:20,是个狼人,某大学军训的标语写的是：别担心我的宝贝们，军训晒黑的脸会被高等数学晒白的！不得不说是个狼人！,,8/24/2018,生活、游戏、学习,出自一微博博主发博文分享的段子，其中一人发到“是个狼人”，并解释“比狠人多一”该条博文转发上万，该梗因此被更多人所熟知。,https://baike.baidu.com/item/%E6%98%AF%E4%B8%AA%E7%8B%BC%E4%BA%BA/22918439?fr=aladdin,fahygao,意为是比狠人再狠一点的人。通常被用来调侃厉害的人，堪称为狠人的加强版。,,
6/9/2021 1:31:20,是个狠人,这老师二话不说直接给小虎带到校长办公室了，是个狠人,,5/4/2018,生活、游戏、学习,出自一张相关“是个狠人”表情包。但“狠人”这个词的用法其实由来已久，在沈石溪的《狼王梦》中也有提到；而“是个狠人”梗因为表情包和相关的使用场景诙谐幽默，开始走红于网络。,https://zh.moegirl.org.cn/index.php?title=%E7%8B%A0%E4%BA%BA&variant=zh-hans&mobileaction=toggle_view_desktop,fahygao,形容某个对象非常狠辣、冷酷、果决（特别是对自己）；原意为做事心狠手辣毫不手软或在某一方面专精的人。,,
6/9/2021 1:31:20,skr,老天skr而止吧！热skr人了！,,7/14/2018,生活、饭圈,"出自美国嘻哈文化中的一个音节：“skrt”，原先是一个拟声词，模仿汽车漂移或猛然转向时与地面摩擦的声音。后于2018年的《中国有嘻哈》走火，为制造热词节目组和吴亦凡便把“skr”当作形容词，开始了对“skr”大范围延伸使用。
",https://baike.baidu.com/item/skr/22731232,fahygao,常比做“是个”的谐音，与其他词语进行诙谐幽默的搭配；也表示汽车轮胎打转的声音。,,
6/8/2021 1:31:20,小朋友，你是否有很多问号,场景：一男子每句话里都带有skr，路人脸：小朋友，你是否有很多问号？,,9/5/2016,生活、游戏、学习,出自周杰伦的《听妈妈的话》，原句为“小朋友 你是否有很多问号，为什么 别人在那看漫画，我却在学画画对着钢琴说话。”后来起初在B站上有人在看不懂视频或者其他弹幕什么意思时，引用这句话来形容心情，后来因为自带搞笑和乐感被大范围模仿和使用。,https://baike.baidu.com/item/%E5%B0%8F%E6%9C%8B%E5%8F%8B%EF%BC%8C%E4%BD%A0%E6%98%AF%E5%90%A6%E6%9C%89%E5%BE%88%E5%A4%9A%E9%97%AE%E5%8F%B7,fahygao,直译为“什么意思？”。一般用在你不懂到底是什么意思的时候，用此梗来表达。,,
6/8/2021 1:31:20,融梗,融梗的行为不可取！大家都应该支持原创！,,8/16/2017,生活、直播,出自网友对言情小说作家玖月晞轻微抄袭的评价，原意的“融梗”程度<借鉴<抄袭；后被其他网友进行主观定性，如今的定义程度参差不齐。,https://baike.baidu.com/item/%E8%9E%8D%E6%A2%97,fahygao,指的是网络文学创作过程中汇集各方创意，在作品人物设定、故事套路等方面借用他人智力成果的行为。,,https://pic2.zhimg.com/80/v2-3423bcc4d3a30f55e37812949b630178_1440w.jpg?source=1940ef5c
6/8/2021 1:31:20,巨婴,你说你都24岁了还不会洗衣服，你不是巨婴谁是呢？,,2/3/2017,生活,出自心理学家武志红的《巨婴国》，其中刻画了依赖、自私、脾气大，而当婴儿成长为成人，心理状态却还处在母婴共生 、全能自恋、偏执分裂状态的人；后来因为所描绘的类型在社会中屡屡出现，被网友大规模使用,https://baike.baidu.com/item/%E5%B7%A8%E5%A9%B4/23188611#viewPageContent,fahygao,指的是虽然已经成年，但心智仍然停留在幼儿阶段，极不成熟的人。,,
6/9/2021 1:31:20,妈宝男,你都40了房子都是你妈给你买的，还不是妈宝男,,8/23/2017,生活、学习,出自社会学家对中国一种普遍现象的定义，一种是因为较为优越的家庭条件，被父母呵护，所以不谙世事。第二种男人心里极度依赖母亲，思想和行为受母亲影响过大，对母亲产生过度的依赖。,https://baike.baidu.com/item/%E5%A6%88%E5%AE%9D%E7%94%B7,fahygao,指的是总是认为妈妈是对的，以妈妈为中心的男人；也指那些被妈妈宠坏了的孩子。,,
6/8/2021 1:31:20,2B,你咋这么2b呢，人在家都能被小偷洗劫一空。,,5/4/2017,生活、游戏,出自2007年左右的一款网易游戏，其中网友将“DB+SB（呆B+傻B）”，合称2B用来互相嘲讽攻击；后出圈用于贴吧评论区等，如今引申成“2”来更轻程度表达“2b”的意思。,https://baike.baidu.com/item/2b/38521#viewPageContent,fahygao,又称“二逼”；指的是某人言行举止不靠谱，有点傻，头脑有点呆，反应慢半拍，不太正经等。（该词略带贬义，请慎用！）,,
6/8/2021 1:31:20,BS,"BS,你在撒谎。",,1/1/1915,生活,出自二战时期英文俚语，意思近似于“horseshit”,https://en.wikipedia.org/wiki/Bullshit,eriche,BS是bullshit的缩写，俚语，指扯淡、胡扯、屁话。,,
6/8/2021 1:31:20,BT,你这套操作太BT了。,,2/7/2008,生活,出自“变态”一词的缩写,https://baike.baidu.com/item/bt/6106099,eriche,指变态（拼音biàn tài）头两个字母的缩写；也指微博流行用语（BT=Beautiful）；另外意思是源自英文bound thinking，是指跳跃的思维。,,
6/8/2021 1:31:20,DD,"DD, 我对你佩服的五体投地。",,1/1/2013,生活，游戏,"出自日本流行语意为""无论是谁都最喜欢""（谁でも大好き　无论是谁都最喜欢）的简写。",https://baike.baidu.com/item/DD/2655019#viewPageContent,eriche,即“大大”（Da Da）的意思，同大神。或是表达“无论是谁都最喜欢”的意思，日语中常见.,,
6/8/2021 1:31:20,GHS,这人好猥琐，一天到晚在那GHS。,,11/1/2015,生活,出自“搞黄色”的拼音缩写。,"https://ld.sogou.com/article/i5626399.htm?ch=lds.pc.art.media.all#:~:text=%E2%80%9Cghs%E2%80%9D%E6%98%AF%E2%80%9C%E6%90%9E%E9%BB%84%E8%89%B2,%E3%80%81nbcs%3Dno%20body%20cares%EF%BC%81",eriche,“搞黄色”的首拼音缩写，作为一个调侃意味的网络用语，经常出现在聊天对话中。,,
6/8/2021 1:31:20,GG,我这次考试要GG了。,,7/1/2016,游戏，生活,来源于韩国星际比赛，指在竞技游戏（如魔兽争霸、星际争霸、反恐精英、DOTA2等 ）中，纯粹就是习惯性的向对手表示欣赏。,https://baike.baidu.com/item/GG/2256001#viewPageContent,eriche,竞技游戏礼貌用语，Good Game的缩写。类似于比武结束后的行礼，意思是“打得好，我认输”。后来也常用于现实生活中表示“失败”的场景。,,
6/8/2021 1:31:20,JC,她刚刚上初中还只是个JC。,,5/1/2019,动漫，生活,来源于日本网络流行语じょしちゅうがくせい ”（女子中学生）,https://baike.baidu.com/item/JC/17609013  ,eriche,意为女初中生。,,
6/8/2021 1:31:20,JS,这局打野我还是玩JS吧。,,4/16/2013,游戏,出自英雄联盟,https://baike.baidu.com/item/JS/1962930#viewPageContent,eriche,指的是无极剑圣，是网络游戏《英雄联盟》中的英雄。,,
6/8/2021 1:31:20,LSP,你这个LSP偷偷看人小姑娘跳舞。,,3/14/2017,直播，生活,出自直播间弹幕调侃。,https://baike.baidu.com/item/LSP/53772060#viewPageContent,eriche,网络流行语，直播黑话，是“老色痞”的缩写。多出现在颜值区和舞蹈区直播间的弹幕，直播间观众互相调侃这两个区的观众大都是颜值至上，所以调侃为老色痞。,,
6/8/2021 1:31:20,LS,我支持LS的观点。,,7/25/2014,生活,来自论坛评论区内“楼上”的拼音缩写。,https://baike.baidu.com/item/LS/2896043#viewPageContent,eriche,一般多用于论坛（BBS）中解释为“楼上”。,,
6/8/2021 1:31:20,LX,LX（楼下）都是我儿子。,,7/25/2014,生活,来自论坛评论区内“楼下”的拼音缩写。,https://zhidao.baidu.com/question/205387386.html,eriche,一般多用于论坛（BBS）中解释为“楼下”。,,
6/8/2021 1:31:20,LZ,LZ这文章写的很棒！,,11/25/2017,生活,来自论坛评论区内“楼主”的拼音缩写。“楼主”就是在论坛里发贴的人，某人在这个帖子里，他就是楼主,"https://zhidao.baidu.com/question/43971200#:~:text=%E7%BD%91%E7%BB%9C%E7%94%A8%E8%AF%AD%2C%E6%A5%BC%E4%B8%BB%E7%9A%84%E6%84%8F%E6%80%9D,%E5%8F%91%E8%B5%B7%E8%80%85%2C%E7%AC%AC%E4%B8%80%E6%A5%BC%E3%80%82&text=%E5%8F%A6%E4%B8%80%E5%B1%82%E7%BD%91%E7%BB%9C%E7%94%A8%E8%AF%AD,%E6%98%AF%E6%B1%89%E8%AF%AD%E6%8B%BC%E9%9F%B3%E7%9A%84%E7%BC%A9%E5%86%99%E3%80%82",fahygao,一词多义，用于论坛（BBS）中是“楼主”的首字母缩写；用于日常聊天交流时是“老子”的首字母缩写。,,
6/8/2021 1:31:20,拜见祖师爷,一个人做饭很厉害。底下评论“拜见祖师爷”,,,"直播, 生活",网络平台,,carlchen,指一个人的行为或技能让其他的佩服的五体投地，让有兴趣的人想学这个行为或技能,,
6/8/2021 1:31:20,不过是取悦我的手段罢了,看到一个好看的跳舞视频。评论：只不过是取悦我的手段罢了“,,,"直播, 生活",网络平台,,carlchen,出自抖音评论区网友对好看的男女生视频的评论，让人有种这些视频里男女生可以被他们轻松拿下的错觉,,
6/8/2021 1:31:20,拿捏,投中一个三分球。“拿捏了”,,,"直播, 生活",网络平台,,carlchen,形容一个人对一件事十拿九稳，或者完美的完成了一件事,,
6/8/2021 1:31:20,阴间生活,你每天都晚上出门，真是在过阴间生活,,,"直播, 生活",网络平台,,carlchen,形容一个人经常在白天睡觉到了晚上才开始活动。或指在夜晚的生活,,
6/8/2021 1:31:20,阳间生活,你怎么每天都早睡早起，天天过着我没拥有的阳间生活,,,"直播, 生活",网络平台,,carlchen,形容一个人在晚上睡觉在白天活动。或指在白天的生活,,
6/8/2021 1:31:20,阴阳人,你可真是个阴阳人,,,"直播, 生活",网络平台,,carlchen,形容一个人说话做事阴阳怪气,,
6/8/2021 1:31:20,猎手以猎物出现,高端的猎手总以猎物的方式出现,,,"直播, 生活",抖音,,carlchen,多指在抖音中很多美女视频总表现出楚楚可怜让人疼爱的样子，但其实这些都是套路来取得更多人的喜爱。楚楚可怜和可爱的样子比作猎物，取得更多人喜爱则为猎人的目的，而喜爱她们的人则反成了猎物。,,
6/8/2021 1:31:20,钢筋,你真是个钢筋,,,"直播, 生活",抖音等网络平台,,carlchen,“杠精”，多指在网络或者现实中喜欢无中生有抬杠的人。,,
6/8/2021 1:31:20,霓虹,霓虹国最出名的料理之一可能就是寿司了吧,,,生活,日漫,,carlchen,日本，源于日本在日语中的发音,,
6/8/2021 1:31:20,深井冰,你可真是个深井冰,,,生活,网络平台,,carlchen,“神经病”的谐音梗,,
6/8/2021 1:31:20,亿次,这个抖音视频里的帅哥也太帅了，再看亿次,,,生活,抖音,,carlchen,“一次”的谐音梗，多指一个视频太好看还想再看一次（亿次）。便夸张,,
6/8/2021 1:31:20,绝境懒羊羊,这场篮球都快输了，他还能把比分扳回来反超，真是绝境懒羊羊。,,,"生活, 二次元",出自国产动画片《喜羊羊与灰太狼》中的角色-“懒羊羊”，因为其慵懒和整天没事干的角色特点以及头顶一坨屎的发型而闻名；然而在动画片中到了危急关头，懒洋洋时常会生出急智解救大家。,,carlchen,形容一些人平时很没用但是到了绝境时刻经常能解救大家。,,
6/8/2021 1:31:20,画个圈圈诅咒你,连块饼干都不舍得分给我吃，我画个圈圈诅咒你,,,生活,,,carlchen,国产动画片《喜羊羊与灰太狼》中的一颗蛋“潇洒哥”的台词，一般在潇洒哥被怼或者收到伤害时，他会蹲在角落画圈圈说“画个圈圈诅咒你”。,,
6/8/2021 1:31:20,比博燃,有人发了一个扣篮视频，评论吐槽：“这不比博人传燃？”,,,"生活, 二次元",动漫,,carlchen,全称为：“这不比博人传热血。“ 调侃日漫《博人传》因为剧情划水，原有人物实力被大幅削减等被热爱火影忍者的玩家调侃,,
6/8/2021 1:31:20,魔教中人,你爱看小姐姐直播？你可真是个魔教中人,,,"生活, 直播, 游戏",斗鱼直播,,carlchen,英雄联盟主播智勋及其粉丝的统称，原因智勋打游戏经常点陪玩小姐姐并且要照片，让大家戏称智勋及其粉丝为一群爱看美女的人及魔教中人。而智勋被称为教主,,
6/8/2021 1:31:20,yue,我yue了，排队3小时还没排到号,,,生活,网络平台,,carlchen,yue的发音和人吐的时候声音很像，所以yue被理解为吐。,,
6/8/2021 1:31:20,肌肉金轮,你看肌肉金轮了吗，我看完眼瞎了,,,"生活, 直播, 游戏",斗鱼直播,,carlchen,出自英雄联盟主播大司马的一段把一个肌肉男的脸ps成大司马的鬼畜视频，被网友反复观看津津乐道，视频被称作肌肉金轮,,
6/8/2021 1:31:20,以雷霆击碎黑暗,打游戏时消灭对方一个人大喊：以雷霆击碎黑暗！,,,"生活, 直播, 游戏",直播,,carlchen,王者荣耀中司空震放大招时的台词，由于王者荣耀主播昕安打司空震时时常情绪激动喊出这句话而走红,,
6/8/2021 1:31:20,叙利亚风格,这个酒店装修真是叙利亚风格,,,生活,网络平台,,carlchen,简陋破旧的装修风格被称作叙利亚风格，因叙利亚因长年战争房屋破坏做类比,,
6/8/2021 1:31:20,刮痧,李白这个英雄伤害真的是刮痧,,,"生活, 直播, 游戏",王者荣耀,,carlchen,王者荣耀有些英雄伤害特别低导致大家用刮痧这个词来形容伤害只能伤到皮肤,,
6/8/2021 1:31:20,蓝衣战神,你今天看蓝衣战神了吗,,,"生活, 直播",抖音,,carlchen,抖音网红一栗莎子经常穿一件凸显身材的蓝色针织裙被众多网友喜爱，而被称为蓝衣战神,,
6/8/2021 1:31:20,黑手,趁朋友不注意打他一下，喊一句“黑手！”,,,"生活, 直播",快手,,carlchen,出自快手主播@神鹰法师，现已被封。他曾在一条视频中叫嚣“你真没见过黑社会啊，敢不敢跟我比划比划，让你知道什么叫黑手？” ,,
6/8/2021 1:31:20,干饭人,做一个干饭人！今天食堂我要打两碗饭,,,"生活, 直播",网络平台,,carlchen,用来形容爱吃饭的人，对吃饭特别积极的人,,
6/8/2021 1:31:20,李奶奶,李奶奶的，今天我让你出不了这个门,,,"生活, 直播",网络平台,,carlchen,谐音梗”你奶奶“，素质版的骂人话,,
6/8/2021 1:31:20,草丛三姐妹,妲己这个英雄太恶心了，不愧是草丛三姐妹,,,"生活, 直播, 游戏",王者荣耀,,carlchen,指王者荣耀中”妲己，王昭君，安琪拉“三位英雄因技能原因蹲草特别容易杀人，被戏称草丛三姐妹。,,
6/8/2021 1:31:20,名场面,科比这个后仰跳投称得上是他的名场面了。,,,"生活, 直播, 游戏",网络平台,,carlchen,指各种行业中记录下某个人做出的特别厉害的操作或行为被称为名场面。,,
6/8/2021 1:31:20,冥场面,这个游戏的操作真的是冥场面了。,,,"生活, 直播, 游戏",网络平台,,carlchen,名场面的反义词，指各种行业中记录下某个人做出的特别垃圾的操作或行为被称为冥场面,,
6/8/2021 1:31:20,MD,MD，每天早上都堵车,,1/1/2000,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍的骂人词汇，就如“TMD”、""MD""等。",https://zh.wikipedia.org/wiki/MD,fahygao,“妈的”的拼音缩写。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,MMP,MMP，中国这足球队什么时候能进世界杯,,10/16/2017,生活,出自四川方言，当地骂人的一种说法，后来被网友通过简写引入网络。,https://baike.baidu.com/item/MMP/23727919,fahygao,“妈卖批”的拼音缩写。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,MM,妹子，不得不说MM这一词已经很老土了，哥加你个微信教你点新词好不？,,1/19/2005,生活,出自台湾网络语言“美眉”一次，通过互联网缩写潮流的影响，网友开始采用“MM”这样的拼硬缩写方式。,https://baike.baidu.com/item/MM/3903835#viewPageContent,fahygao,“美眉”的拼音缩写，指的是年轻漂亮的女性。,,
6/8/2021 1:31:20,MS,MS（魔兽）你玩过吗？,,8/30/2007,"生活, 游戏, 学习, 饭圈",出自网络文字缩写文化。,https://baike.baidu.com/item/MS/6714852#viewPageContent,fahygao,指的是“貌似”或“魔兽”或“闷骚”或“Dota里对线Miss”等拼音或首字母缩写。,,
6/8/2021 1:31:20,NBA,NBA真不是梗词，但看NBA里挺多梗的就把这个源头也请过来吧～,,6/6/1946,"生活, 体育, 直播",出自美国职业篮球联赛的缩写，许多男生篮球梦开始的地方。,https://baike.baidu.com/item/NBA,fahygao,“National Basketball Association（美国职业篮球赛）”的首字母缩写。,,
6/8/2021 1:31:20,NB,小明：“我数学三年都是全市第一” 小高评价道：“这是真的NB”,,1/14/2008,生活,出自中国北方习语“牛逼”、“牛批”，在很早之前的中国北方就有这种说法，后来网友传到网上，以简写广而告之。,https://baike.baidu.com/item/%E7%89%9B%E9%80%BC/994293?fromtitle=NB&fromid=13678373#viewPageContent,fahygao,“牛逼”的缩写，意为很厉害、很彪悍。,,
6/8/2021 1:31:20,NC,小明已经连续四次把同一道题写错，他的死党小张对他说道：“你是真的NC”,,12/8/2008,生活,出自贴吧评论区，起初是对幼稚的帖子或用户进行评论，常被用于指代片面看待事物，过分强调个人特殊性，或为了一些无实际用处的事物而放弃正常思维方式，言行举止幼稚偏激的人；后来因为使用年份之长、场景之广，逐渐被大众熟知。,https://zhidao.baidu.com/question/591165241.html?qbl=relate_question_0,fahygao,“脑残”的拼音缩写，一般用于讽刺别人，带有非常强烈的，蔑视对方智商的贬斥意味。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,NH,你可别在NH队友了，这样下去赢不了的。,,8/27/2018,"生活, 饭圈, 游戏",出自饭圈文化，粉丝们起初用“nh”代指“南韩”，后来随着缩写慢慢被更多人熟知，以及“内涵”的普及，大家便用“nh”来代表两者的意思，其中后者较为常见。,https://www.zhihu.com/question/286550813,fahygao,“内涵”的拼音缩写，意为是言语攻击某人或抹黑某人攻击但又不提及他。,,
6/8/2021 1:31:20,NMD,小明：“诶你这鞋看起来可以呀，阿迪什么款式？” 答：“NMD” 小明：“没事骂什么人啊，我就问问” ,,5/13/2007,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍的骂人词汇，就如“TMD”、""MD""等。",https://baike.baidu.com/item/NMD/10923105,fahygao,“你妈的”的拼音缩写，比较隐晦的骂人说法。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,PP,现在很少有人把“屁屁”打成“pp”了吧。,,5/4/2005,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍用的词汇，就如“GG（哥哥）”、""MM（妹妹）""等。",https://zhidao.baidu.com/question/687422763622447444.html,fahygao,“屁屁”的拼音缩写。,,
6/8/2021 1:31:20,RP,小张RP（人品）好差劲，老是骗朋友。,,1/1/2003,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍用的词汇，就如“GG（哥哥）”、""MM（妹妹）""等；后来推出RPG游戏也被引用成“Role Play（角色扮演）”的简写。","https://zhidao.baidu.com/question/53305902#:~:text=RP%E6%98%AF%E7%BD%91%E7%BB%9C%E7%AE%80%E8%AF%AD,%E6%84%8F%E6%80%9D%E6%98%AF%E2%80%9C%E8%A7%92%E8%89%B2%E6%89%AE%E6%BC%94%E2%80%9D%E3%80%82&text=%E4%BD%BF%E7%94%A8%E8%BF%99%E4%B8%AA%E6%84%8F%E6%80%9D%E7%9A%84%E4%BA%BA,%E8%A7%92%E8%89%B2%E6%89%AE%E6%BC%94%E6%B8%B8%E6%88%8F%E7%9A%84%E7%8E%A9%E5%AE%B6%E3%80%82",fahygao,“人品”或“角色扮演”的简写。,,
6/8/2021 1:31:20,SB,这SB一词还用学？骂就完事了。,,1/1/2003,"生活, 游戏","出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍用的词汇，就如“GG（哥哥）”、""MM（妹妹）""等。",https://baike.baidu.com/item/%E5%82%BB%E9%80%BC/977754?fromtitle=sb&fromid=20207908,fahygao,“傻逼”的拼音缩写，骂人的形容词。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,SY,一同学问我SY（手淫）什么意思，我不好意思说，就说是“岁月”的意思，结果她改了个网名叫“sy催人老”。,,1/1/2003,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍用的词汇，就如“GG（哥哥）”、""MM（妹妹）""等。",https://baike.baidu.com/item/SY/242725511,fahygao,“手淫”的拼音缩写。,,
6/8/2021 1:31:20,TMD,这东西真TMD贵。（1：表示语言粗俗.2：于此同时也表述了购买者不满的情绪.）,,1/1/2003,生活,出自英文拼写，有人拼读TMD不是用英语字母来读而用英语音标拼读就是/t//m//d/，听起来像“他妈的”，于是便传播开来；后来有人发现它也是汉语拼音的缩写。,https://baike.baidu.com/item/TMD/5482017#viewPageContent,fahygao,“他妈的”的拼音缩写，骂人的语气词。（该词具有侮辱性，请慎重使用！）,,
6/8/2021 1:31:20,TX,看我，TX（偷袭）！,,1/1/2003,生活,"出自互联网开始的时候，人们喜欢用英文简写代替一些日常普遍用的词汇，就如“GG（哥哥）”、""MM（妹妹）""等；但该词的中文指代词语过多，所以一般要结合情景辨析。",https://baike.baidu.com/item/TX/3831390,fahygao,“偷袭”、“腾讯”、“同学”等词语的拼音缩写，建议能打出来就不要缩写，避免不必要的误解。,,
6/8/2021 1:31:20,WOC,WOC！这考试也太难了吧！,,1/1/2003,生活,出自互联网开始的时候，主要是为了防止被和谐，久而久之成为了常见的网络用语。,http://www.ifanjian.net/jbk/woc.html,ellalala,“卧槽”的拼音缩写。（该词具有侮辱性，请慎重使用！）,,
